"Centinel Api Custom URL","Centinel Api URL customizada"
"Change Payment Method","Alterar forma de pagamento"
"Change Shipping Address","Alterar endereço entrega"
"Countries Payment Applicable From","Países de Pagamento Aplicáveis De"
"Customer failed to pay.","O cliente falhou em pagar."
"Customer used non-confirmed address.","Cliente usou um endereço não confirmado."
"Debit or Credit Card","Débito ou Cartão de Crédito"
"Debug API Calls","Debugar chamadas API"
"Debug Interactions with PayPal","Debugar Interações com PayPal"
"Discount","Desconto"
"Dynamic","Dinâmico"
"Edit Shopping Cart","Editar carrinho de compras"
"Enable PayPal Guest Checkout","Habilitar Compra Usando PayPal Como Visitante"
"Enabled","Habilitado"
"Exact Match. Address and Postal Code. International","combinação exata. endereço e CEP. Internacional"
"Exact Match. Address and Postal Code. UK-specific","Combinação exata. endereço e CEP. Específico UK"
"Exact Match. Address and nine-digit ZIP code","Combinação Exata. Endereço e CEP"
"Explanation: %s.","Explicação: %s."
"Express Checkout and Order have been cancelled.","Express Checkout e pedidos foram cancelados."
"Express Checkout has been cancelled.","Express Checkout foi cancelado."
"Header Background Color","Cor de Fundo do Cabeçalho"
"Header Border Color","Cor da Borda do cabeçalho"
"Header Image URL","URL da Imagem de cabeçalho"
"IPN verification ""%s"".","IPN verificação ""%s""."
"Impossible to issue a refund transaction, because capture transaction does not exist.","Impossível efetuar reembolso da transação, pois a captura desta transação não existe."
"Incl. Tax","Incl. Taxa"
"Issuer Liability","Responsabilidade de quem envia"
"Items in Your Shopping Cart","Itens no seu carrinho de compras"
"Last Corellation ID","ID última correlação"
"Last Transaction ID","ID da última transação"
"Maestro/Solo","Maestro/Solo"
"Matched (CVV2)","Combinado (CVV2)"
"Matched (CVV2CSC)","Combinado (CVV2CSC)"
"Matched Address only (no ZIP)","Combinado Apenas Endereço (sem CEP)"
"Matched Address only (no ZIP). International","Combinado endereço apenas (sem CEP). Internacional"
"Matched Postal Code only (no Address)","Combinado apenas o CEP (sem endereço)"
"Matched five-digit ZIP only (no Address)","Combinado apenas 5 dígitos do CEP (sem endereço)"
"Matched whole nine-didgit ZIP (no Address)","Combinado todos os 9 dígitos do CEP (sem endereço)"
"Merchant Email.","Vendedor Email."
"Merchant Liability","Responsabilidade do vendedor"
"Merchant Protection Eligibility","Legível proteção de vendedor"
"Merchant account doesn\'t have a withdrawal mechanism. Merchant must manually acCEPt or deny this payment from your Account Overview.","Conta do vendedor não possui um mecanismo de autenticação. Vendedor precisa aceitar ou negar o pagamento manualmente para sua conta revisão."
"Merchant account is not verified.","Conta de vendedor não foi verificada."
"Merchant denied this pending payment.","Vendedor negou o pagamento pendente."
"Merchant must upgrade account to Business or Premier status.","Vendedor precisa atualizar a conta para Business ou Premier status."
"Multi-currency issue. Merchant must manually accept or deny this payment from PayPal Account Overview.","Várias moedas em uso. O vendedor deve aceitar ou negar manual este pagamento pelo PayPal Conta Revisão."
"N/A. Address not checked, or acquirer had no response. Service not available","N/A. Endereço não marcado, ou comprador não responde. Serviço não disponível"
"N/A. Global Unavailable","N/A. Global Indisponível"
"N/A. International Unavailable","N/A. Internacional Não disponível"
"N/A. Merchant has indicated that CVV2 is not present on card","N/A. Vendedor indicou um CVV2 que não está presente no cartão"
"N/A. No response","N/A. Nenhuma resposta"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. Não permitido para MOTO (Internet/Fone) transações"
"N/A. Not processed","N/A. Não processado"
"N/A. Retry","N/A. Tentar novamente"
"N/A. Service not Supported","N/A. Serviço não suportado"
"N/A. Service not available","N/A. Serviço não disponível"
"N/A. Service not supported","N/A. Serviço não suportado"
"N/A. The merchant did not provide AVS information","N/A. O vendedor não forneceu informações para AVS"
"N/A. The merchant has not implemented CVV2 code handling","N/A. O vendedor não criou o código de manipulação do CVV2"
"N/A. Unavailable","N/A. Indisponível"
"New Order Status","Status novo pedido"
"No","Não"
"No Details matched","Nenhum detalhe confere"
"No Details matched. International","Nenhum detalhe confere. Internacional"
"No Liability Shift","Nenhuma responsabilidade garantida"
"No match","Não confere"
"No shipping method required.","Nenhuma forma de entrega é obrigatório."
"None of the address information matched","Nenhum dos endereços informados coincidem"
"Note: %s","Nota: %s"
"Notified customer about creditmemo #%s.","Informar o cliente sobre o reembolso #%s."
"Notified customer about invoice #%s.","Informar o cliente sobre a fatura #%s."
"Order","Pedido"
"Page Background Color","Cor de fundo da página"
"Page Style","Estilo da Página"
"Part of the address information matched","Parte do endereço informado verificado"
"PayPal","PayPal"
"PayPal Checkout","Finalizar Pedido com PayPal"
"PayPal Express Checkout Token does not exist.","PayPal Express Token de pagamento não existe."
"PayPal Express Order Review Form","PayPal Express Formulário de Comentário de Pedido"
"PayPal IPN postback HTTP error: %s","PayPal IPN estorno HTTP erro: %s"
"PayPal IPN postback Validation error: %s","PayPal IPN erro de validação de estorno: %s"
"PayPal Website Payments Pro - Direct Payments","PayPal Website Payments Pro - Direct Payments"
"PayPal Website Payments Pro - Express Checkout","PayPal Website Payments Pro - Express Checkout"
"PayPal Website Payments Standard","PayPal Website pagamentos padrão"
"PayPal geteway rejected request. %s","PayPal geteway rejeitou o pedido. %s"
"PayPal/Centinel Electronic Commerce Indicator","PayPal/Centinel Electronic Commerce Indicador"
"PayPal/Centinel Visa Payer Authentication Service Result","PayPal/Centinel Visa resultado do serviço de autenticação do pagador"
"Payer Address ID","endereço pagador ID"
"Payer Address Status","Status endereço pagador"
"Payer Email","Email do Pagador"
"Payer Email: %s","Email do Pagador: %s"
"Payer ID","ID do Pagador"
"Payer Status","Status do pagador"
"Payer is not identified.","Pagador não foi identificado."
"Payment Action","Ação de pagamento"
"Payment Applicable From","Pagamento aplicável a partir de"
"Payment Method","Formas de pagamento"
"Payment Page Style","Estilo da página de pagamento"
"Payment is being reviewed by PayPal for risk.","O Paypal está fazendo análise de risco do pagamento."
"Payment was made to an email address that is not yet registered or confirmed.","O pagamento foi feito para um email que ainda não possui conta ou não confirmou."
"Pending PayPal","PayPal Pendente"
"Place an Order","Colocado no pedido"
"Please contact PayPal Customer Service.","Por favor entre em contato com serviço de cliente PayPal."
"Please select a shipping method...","Por favor selecione um método de entrega..."
"Price","Preço"
"Product Name","Nome do Produto"
"Proxy Host","Proxy Host"
"Proxy Port","Proxy Porta"
"Qty","Qtd"
"Requested %s and configured %s merchant emails do not match.","Solicitado %s e configurado %s email do vendedor não confere."
"Review Order","Revisar pedido"
"Sale","Venda"
"Sandbox Mode","Modo Sandbox"
"Severe 3D Secure Card Validation","Forte validação de cartão usando 3D Secure"
"Shipping","Entrega"
"Shipping Address","Endereço de Entrega"
"Shipping Information","Informações de Entrega"
"Shipping Method","Forma de Entrega"
"Shortcut","Atalho"
"Sorry, no quotes are available for this order at this time.","Desculpe, nenhuma cotação disponível para este pedido no momento."
"Sort Order","Ordem"
"Static","Estático"
"Submitting order information...","Enviando informações do pedido..."
"Subtotal","Subtotal"
"Summary Text for Aggregated Cart","Resumo do texto para aceitar carrinho"
"The background color for the checkout page around the header and payment form.","A cor de fundo da página de pagamento ao redor do cabeçalho e formulário de pagamento."
"The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.","A cor de fundo da página do cabeçalho de pagamento. Seis caracteres HTML hexadecimal código da cor em ASCII."
"The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.","A imagem no alto a esquerda da página de pagamento. Tamanho máximo 750x90-pixels. <strong style=""color:red"">https</strong> é altamente recomendável"
"Title","Título"
"Transfer Cart Line Items","Transferir Itens do carrinho"
"Triggered Fraud Filters","Iniciado Filtros de Fraude"
"Unable to calculate cart line item totals.","Não foi possível calcular o total de itens no carrinho."
"Unable to cancel Express Checkout.","Não foi possível cancelar o pagamento Express."
"Unable to communicate with PayPal gateway.","Não foi possível se comunicar com o gateway do PayPal."
"Unable to initialize Express Checkout review.","Não foi possível reiniciar o processo de pagamento Express."
"Unable to initialize Express Checkout.","Não foi possível iniciar o pagamento Express."
"Unable to place the order.","Não foi possível processar o pedido."
"Unable to process Express Checkout approval.","Não foi possível processar a autorização do pagamento Express."
"Unable to start Express Checkout.","Não foi possível iniciar forma de pagamento Express."
"Unable to update shipping method.","Não foi possível atualizar a forma de entrega."
"Update Shipping Method","Atualizar forma de entrega"
"Use Proxy","Usar Proxy"
"Uses Store Frontend Name by default","Usar o nome da loja no frontend por padrão"
"Visible on Shopping Cart Page","Exibir na página do carrinho de compras"
"Waiting until Customer\'s eCheck will be cleared.","Aguardando até que o eCheque do cliente seja compensado."
"Website Payments Pro","Pagamento Pro do site"
"Website Payments Standard","Pagamento padrão do site"
"Wrong Order ID (%s) specified.","ID do pedido informado (%s) inválido."
"Wrong PayPal Express Checkout Token specified.","Token informado para PayPal Express Checkout inválido."
"Yes","Sim"
"Yes. Matched Address and five-didgit ZIP","Sim. Verifica endereço e dígitos do CEP"
"You will be redirected to PayPal in a few seconds.","Você será redirecionado para o PayPal em alguns segundos."
"You will be redirected to PayPal website when you place an order.","Você será redirecionado para o site do PayPal quando você fizer o pedido."
"Your billing address will be ignored and you will be redirected to PayPal website.","Seu endereço de cobrança será ignorado e você será levado para a página do PayPal."
"chargeback reimbursed","Devolução compensado"
"chargeback settled","devolução garantida"
"customer complaint","reclamação cliente"
"customer triggered a chargeback","cliente solicitou um reembolso"
"customer triggered money-back guarantee","cliente libera garantia de reembolso"
"merchant refunded payment","pagamento do vendedor reembolsado"
"no reason","nenhuma razão"
"reversal of an adjustment","reversão de um ajustamento"
"unknown reason","razão desconhecida"
