"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","Se você não quiser ou não for capaz de ter pastas Magento gravável para o processo de web, você pode usar o PEAR executável localizado na raiz da instalação Magento."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","Se você tiver baixado o pacote completo ou instalado Magento através de SVN, você deve pular pacotes de instalação e validação clicando no botão abaixo."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","Se você desejar para gerenciar pacotes Magento através da interface de administração web, você precisa ter as permissões da Web gravável aplicado a todas as pastas e arquivos Magento."
"If your server is running on MS Windows, most probably you will not need to change anything.","Se o servidor está em execução no MS Windows, muito provavelmente você não vai precisar mudar nada."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","Em outros casos, você vai precisar fazer arquivos Magento gravável para o usuário que o processo do servidor web está em execução."
"Installation","Instalação"
"Installation Guide","Guia de Instalação"
"Last Name","Sobrenome"
"License Agreement","Aceitar Licença"
"Locale","Idioma"
"Locale settings","Opções de Idioma"
"Localization","Localização"
"Login Information","Informações de Conta"
"Magento","Magento"
"Magento Installation Wizard","Magento Instalação Automática"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento é marca registrada da Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento é marca registrada da Magento Inc. Copyright &copy; %s Magento Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Magento usa esta chave de criptografia para senhas, cartões de crédito, etc. Se o campo ficar em branco o sistema irá criar uma chave para você que será mostrado na próxima página."
"Manual Downloads and Upgrades","Download manual e upgrades"
"One of PHP Extensions ""%s"" must be loaded.","Uma das extensões PHP ""%s"" precisam ser carregadas."
"PHP Extension '%s' loaded","Extensão PHP '%s' carregada"
"PHP extension ""%s"" must be loaded.","Extensão PHP ""%s"" precisa ser carregada"
"Package Management through the Web","Gerenciar pacotes pela web"
"Password","Senha"
"Password Confirmation","Confirmação de Senha"
"Path ""%s"" must be writable.","Diretório ""%s"" precisa ter permissão de escrita."
"Personal Information","Informação Pessoal"
"Please correct the user data and try again.","Informe os dados corretos do usuário e tente novamente."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","Tenha certeza de que <code>mod_rewrite</code> esta habilitado nas configurações do Apache."
"Please note that it is much less stable than beta.","Por favor saiba que este eh muito menos estável que a versão beta."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","Por favor veja que apenas UNIX, Linux e Mac OSX shells são atualmente suportados. Para windows use a opção '%s'."
"Please set all required settings before clicking Continue","Por favor preencha todas as configurações necessárias antes de clicar em continuar"
"Preferred stability: %s","Preferência estabilidade: %s"
"Proceed With Automatic Download (%s)","Continuar com download automático (%s)"
"Provide a complete base URL for SSL connection. For example: %s","Informe uma Base URL completa para conexão SSL. Por exemplo: %s"
"Report All Bugs","Reporte os Problemas"
"Required Fields","Campos Obrigatórios"
"Run admin interface with SSL","Roda interface admin usando SSL"
"Run this in your shell from Magento root folder:","Rodar isto no seu shell do Magento pasta root:"
"Save Session Data In","Salvar dados da sessão em"
"Save Session Files In","Salvar arquivos de sessão em"
"Secure Base URL","URL Base Segura"
"Session Storage Options","Opções de armazenamento da sessão"
"Setting preferred state to: %s","Estado das opções de preferencia para: %s"
"Skip Base URL Validation Before the Next Step","Pular validação de URL antes do próximo passo"
"Skip Secure URL validation Before the Next Step","Pular validação de URL Segura antes do próximo passo"
"Table prefix should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","Prefixo da tabela precisa conter apenas letras (a-z), números (0-9) ou underline(_), primeiro carácter precisa ser uma letra"
"Tables Prefix","Prefixo das Tabelas"
"The URL ""%s"" is invalid.","A URL ""%s"" é inválida."
"The URL ""%s"" is not accessible.","A URL ""%s"" não está disponível."
"The database server version does not match system requirements (required: %s, actual: %s).","A versão do servidor de banco de dados não é compatível com os pré-requisitos do sistema (necessário: %s, atual: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","O prefixo das tabelas precisa conter apenas letras (a-z), números (0-9) ou underline (_), o primeiro caracter precisa ser uma letra."
"There was a problem installing Magento packages. Please read the log, correct errors and retry again.","Ocorreu um problema ao instalar pacotes do Magento. Veja o log, corrija os erros e tente novamente."
"This URL is invalid.","Esta URL é invalida."
"Time Zone","Fuso Horário"
"Url ""%s"" is invalid","Url ""%s"" é invalida"
"Url ""%s"" is not accessible","Url ""%s"" não é acessível"
"Use Secure URLs (SSL)","Usar URLs Segura (SSL)"
"Use Web Server (Apache) Rewrites","Usar Servidor Web (Apache) Reescrita de URL"
"User Name","Nome"
"User Password","Senha de Acesso"
"Username","Login de Acesso"
"Validation","Validação"
"Web access options","Opções de acesso Web"
"Welcome","Bem-Vindo"
"Welcome to Magento's Installation Wizard","Bem-Vindo a instalação automática do Magento's"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Você pode especificar a porta do servidor, ex.: localhost:3307<br />Se você não esta usando um socket padrão UNIX, você pode especificar a instância do host, ex.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Você pode habilitar o recurso de reescrita de urls no servidor para otimizar nos mecanismos de buscas."
"You're All Set","Terminado"
"You're All Set!","Terminado!"
