"Credit Memo Totals","Total de Reembolso"
"Credit Memo cancel error.","Erro ao cancelar reembolso."
"Credit Memo total must be positive.","Total da reembolso deve ser positivo."
"Credit Memo void error","Reembolso retornou erro"
"Credit Memo was successfully canceled.","Reembolso foi cancelada com sucesso."
"Credit Memo was successfully created","Reembolso foi criada com sucesso"
"Credit Memo was successfully voided","Reembolso foi anulada com sucesso"
"Credit Memos","Reembolso"
"Currency","Moeda"
"Currency Information","Informação de Moeda"
"Currency Setup Section","Seção de Configuração de Moeda"
"Current Configuration Scope:","Aplicar em:"
"Current Month","Último Mês"
"Custom","Personalizado"
"Custom Variable ""%s""","Variável Personalizada ""%s"""
"Custom Variable has been successfully deleted.","Variável Personalizada foi excluída com sucesso."
"Custom Variable has been successfully saved.","Variável Personalizada foi salva com sucesso."
"Custom Variables","Variáveis Personalizadas"
"Customer","Cliente"
"Customer Group:","Grupo:"
"Customer Groups","Grupos de Clientes"
"Customer Name","Nome"
"Customer Reviews","Comentários do Cliente"
"Customer Shopping Carts","Carrinho de Compras do Cliente"
"Customer Since:","Cliente Desde:"
"Customer Tax Classes","Classe de Clientes"
"Customer was deleted","Cliente foi excluído"
"Customer was successfully saved","Cliente foi salvo com sucesso"
"Customer with the same email already exists.","Um Cliente com mesmo email já existe."
"Customers","Clientes"
"Customers By Orders Total","Clientes por Total de Pedidos"
"Customers by Number of Orders","Clientes por Número de Pedidos"
"DHTML Date/Time Selector","DHTML Selecionar Data/Hora"
"Dashboard","Painel"
"Data Format","Formato de Dados"
"Data transfer:","Transferência de Dados:"
"Date","Data"
"Date & Time","Data & Hora"
"Date Added","Criado em"
"Date Updated","Atualizado em"
"Date selection:","Data selecionada:"
"Date selector","Selecionar data"
"Day","Dia"
"Decimal separator:","Separador Decimal:"
"Default (Admin) Values","Todas as Lojas"
"Default Billing Address","Endereço de Cobrança Padrão"
"Default Config","Todas as Lojas"
"Default Template from Locale","Template Padrão para Idioma"
"Default Values","Todos as Lojas"
"Default display currency ""%s"" is not available in allowed currencies","A moeda padrão ""%s"" não esta na lista de moedas permitidas"
"Default scope","Escopo padrão"
"Delete","Excluir"
"Delete %s","Excluir %s"
"Delete %s '%s'","Excluir %s '%s'"
"Delete Profile","Excluir"
"Delete Role","Excluir"
"Delete Store View","Excluir"
"Delete Template","Excluir"
"Delete User","Excluir"
"Delete Website","Excluir"
"Description","Descrição"
"Design","Template"
"Design Section","Seção Design"
"Design change deleted","Tema excluído"
"Design change saved","Tema salvo"
"Details","Detalhes"
"Developer Section","Seção Desenvolvedor"
"Direction:","Objetivo:"
"Disable","Desativar"
"Disabled","Desativado"
"Display %s first","Exibir %s primeiro"
"Display default currency","Exibir moeda padrão"
"Distributed under GNU LGPL. See %s for details.","Distribuir sob GNU LGPL. Veja %s para mais detalhes."
"Do you really want to KILL parallel process and start new indexing process?","Você deseja realmente PARAR o processo e iniciar um novo processo de indexação?"
"Downloads","Downloads"
"Drag to move","Arraste para mover"
"Drop-down","Drop-down"
"Edit","Editar"
"Edit Design Change","Editar Alterações de Tema"
"Edit Email Template","Editar Template de Email"
"Edit Poll","Editar Enquetes"
"Edit Queue","Editar Fila"
"Edit Review","Editar Comentário"
"Edit Role","Editar Nível de Acesso"
"Edit Store View","Editar Visão de Loja"
"Edit System Template","Editar Sistema de Template"
"Edit Template","Editar Template"
"Edit URL Rewrite","Editar Reescrita de URL"
"Edit User","Editar Usuário"
"Edit User '%s'","Editar Usuário '%s'"
"Edit Website","Editar Sistema"
"Email","Email"
"Email Address:","Email de Cadastro:"
"Email Preview","Pré-Visualizar Email"
"Email Template was successfully deleted.","Template de Email foi excluído com sucesso."
"Email Template was successfully saved.","Template de Email foi salvo com sucesso."
"Email address is empty.","Endereço de Email está vazio."
"Email to a Friend","Alertar Amigos"
"Email:","Email:"
"Enable","Ativar"
"Enabled","Ativado"
"Enclose Values In:","Valores marcados por:"
"Entity Type","Classe"
"Entity type:","Tipo de Classe:"
"Error while cleared Image cache. Please try again later","Erro enquanto limpava cache de imagem. Por favor tente novamente mais tarde"
"Error while cleared Image cache. Please try again later.","Erro enquanto limpava cache de imagem. Por favor tente novamente mais tarde."
"Error while cleared JavaScript/CSS cache. Please try again later.","Erro enquanto limpava cache de Javascript/CSS. Por favor tente novamente mais tarde."
"Error while create backup. Please try again later","Erro enquanto criava backup. Por favor tente novamente mais tarde"
"Error while deleting email template data. Please review log and try again.","Erro ao excluir informações do template de email. Verifique o arquivo de log e tente novamente."
"Error while deleting this role. Please try again later.","Erro ao excluir regra. Tente novamente mais tarde."
"Error while deleting this set.","Erro ao excluir este conjunto."
"Error while deleting this template. Please try again later.","Erro ao excluir este template. Tente novamente mais tarde."
"Error while finished process. Please refresh cache","Erro ao finalizar processo. Atualize o cache"
"Error while refreshed Catalog Rewrites. Please try again later","Erro ao atualizar Reescrita de Catálogo. Tente novamente mais tarde"
"Error while refreshed Layered Navigation Indices. Please try again later","Erro ao atualizar os Índices de Camadas de Navegação. Tente novamente mais tarde"
"Error while saving account. Please try again later","Erro ao salvar conta. Tente novamente mais tarde"
"Error while saving this configuration: ","Erro ao salvar configuração: "
"Error while saving this role. Please try again later.","Erro ao salvar regra. Tente novamente mais tarde."
"Error while saving this template. Please try again later.","Erro ao salvar template. Tente novamente mais tarde."
"Error while updating selected review(s). Please try again later.","Erro ao atualizar comentário(s) selecionado(s). Tente novamente mais tarde."
"Excel","Excel"
"Excl. Tax","Imposto Excl."
"Expiration Date","Expira na Data"
"Expiration Date: %s/%s","Expira na Data: %s/%s"
"Export","Exportar"
"Export CSV","Exportar CSV"
"Export Filters","Filtro de Exportação"
"Export to:","Exportar para:"
"Export:","Exportar:"
"Extension","Extensão"
"Extensions","Extensões"
"FTP Host[:Port]","FTP Host[:Port]"
"Failed to add a product to cart by id ""%s""","Falha ao adicionar um produto ao carrinho pelo id ""%s"""
"Failed to clear JavaScript/CSS cache.","Falha ao limpar o cache de JavaScript/CSS."
"Failed to save invoice.","Falha ao salvar fatura."
"Field","Campo"
"Field Mapping","Mapeamento de Campos"
"File","Arquivo"
"File Information","Informação de Arquivo"
"File name:","Nome do arquivo:"
"File size should be more than 0 bytes","Tamanho do arquivo deve ser maior que 0 bytes"
"Files","Arquivos"
"Final Price","Preço Final"
"Finished profile execution.","Execução de perfil terminado."
"First Name","Nome"
"First Name is required field.","Nome é campo obrigatório."
"First Name:","Nome:"
"Firstname","Nome"
"Fixed","Fixo"
"Flat Catalog Category rebuild error","Erro ao reconstruir catálogo de categorias flat"
"Flat Catalog Category was rebuilt successfully","Categoria de Catálogo Flat reconstruído com sucesso"
"Flat Catalog Product rebuild error. Please try again later","Erro ao reconstruir Categoria de Catálogo Flat. Por favor tente novamente mais tarde"
"Flat Catalog Product was rebuilt successfully","Categoria de Catálogo Flat reconstruído com sucesso"
"Flush Catalog Images Cache","Liberar Cache das Imagens de Catálogo"
"Flush JavaScript/CSS Cache","Liberar Cache de JavaScript/CSS"
"For category","Categoria"
"For latest version visit: %s","Para versão de visita mais recente: %s"
"For product","Produto"
"Forgot your password?","Esqueceu sua senha?"
"Forgot your user name or password?","Esqueceu sua senha?"
"From","De"
"GLOBAL","GLOBAL"
"Gb","Gb"
"General Information","Informações"
"General Section","Seção Geral"
"Get Image Base64","Pegar Imagem Base64"
"Get help for this page","Ajuda"
"Global Attribute","Atributo Global"
"Global Record Search","Procurar no Sistema"
"Global Search","Busca Global"
"Go Today","Ir Hoje"
"Google Base","Google Base"
"Google Base Items","Itens do Google Base"
"Google Sitemaps","Google Sitemaps"
"Grand Total","Total da Venda"
"Grid (default) / List","Tabela (padrão) / Lista"
"Grid only","Apenas Tabela"
"Group node name should be specified with field node name.","Nome do nó do Grupo deve ser especificado com nome do nó do campo."
"Group:","Grupo:"
"Guest","Visitante"
"HTTP (unsecure)","HTTP (pouco seguro)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Ajude a manter a qualidade do Magento - Reporte os Problemas"
"Home","Início"
"ID","ID"
"ID Path","Identificador"
"IP Address","Endereço IP"
"IPN (Instant Payment Notification) Only","IPN (Notificação Instantânea de Pagamento) Apenas"
"If this message persists, please contact the store owner.","Se esta mensagem persistir, por favor entre em contato com a loja."
"Ignore","Ignore"
"Image cache was cleaned successfully.","Cache de Imagem foi limpo com sucesso."
"Image cache was cleared successfully","Cache de Imagem foi limpo com sucesso"
"Images","Imagens"
"Images (.gif, .jpg, .png)","Imagens (.gif, .jpg, .png)"
"Images Cache","Cache de Imagens"
"Import","Cotar"
"Import Service","Sistema de Cotação"
"Import and Export","Importar e Exportar"
"Import and Export Tax Rates","Importar e Exportar Taxas de Impostos"
"Import/Export","Importar/Exportar"
"Import/Export Advanced","Importar/Exportar Avançado"
"Import/Export Profile","Importar/Exportar Modelo"
"Imported <strong>%s</strong> records","Importado <strong>%s</strong> registros"
"In","Em"
"In Database:","No Banco:"
"In File:","No Arquivo:"
"Inactive","Inativo"
"Incl. Tax","Incl. Imposto"
"Include","Incluso"
"Incoming Message","Nova Mensagem"
"Insert Variable...","Inserir Variável..."
"Interactive","Interativo"
"Interface Locale: %s","Idioma do Sistema: %s"
"Invalid Form Key. Please refresh the page.","Inválido para a Chave. Por favor atualize a página."
"Invalid Import Service Specified","Especificação de Serviço de Importação Inválido"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","Dados Inválidos no POST (por favor verifique post_max_size e upload_max_filesize do seu arquivo php.ini)"
"Invalid Secret Key. Please refresh the page.","Chave Secreta Inválida. Por favor atualize a página."
"Invalid Username or Password.","Nome de Usuário e Senha Inválida."
"Invalid directory: %s","Diretório Inválido: %s"
"Invalid email address ""%s""","Endereço de email Inválido ""%s"""
"Invalid file: %s","Arquivo Inválido: %s"
"Invalid input data for %s => %s rate","Dados inválidos para  %s => %s imposto"
"Invalid parrent block for this block","Bloco parente inválido para este bloco"
"Invalid section value","Valor da seção inválido"
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Nome de envio inválido ""%s"". Por favor use apenas caracteres visíveis e espaços."
"Invalid store value","Valor de loja inválido"
"Invalid website value","Valor de website inválido"
"Invalidated","Invalidado"
"Inventory Stock Status","Status do Estoque"
"Invoice #%s comment added","Fatura #%s comentário adicionado"
"Invoice #%s created","Fatura #%s criada"
"Invoice History","Histórico da Fatura"
"Invoice Totals","Total da Fatura"
"Invoice and shipment have been successfully created.","Fatura e entrega foram criados com sucesso."
"Invoice cancel error.","Erro ao cancelar fatura."
"Invoice capture error","Erro ao capturar fatura"
"Invoice has been successfully created.","Fatura foi criada com sucesso."
"Invoice void error","Erro ao anular fatura"
"Invoice was successfully canceled.","Fatura foi cancelada com sucesso."
"Invoice was successfully captured","Fatura foi capturada com sucesso"
"Invoice was successfully voided","Fatura foi anulada com sucesso"
"Invoice without products could not be created.","Fatura sem produtos não pode ser criada."
"Invoices","Faturas"
"Issue Number","Número de Emissão"
"Issuer: %s","Emissão: %s"
"Items","Itens"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","Cache JavaScript/CSS"
"JavaScript/CSS cache has been cleared successfully.","Cache JavaScript/CSS foi limpo com sucesso."
"JavaScript/CSS cache was cleaned successfully.","Cache JavaScript/CSS foi limpo com sucesso."
"Kb","Kb"
"Last 24 hours","Últimas 24 horas"
"Last 5 Orders","Últimos 5 Pedidos"
"Last 5 Search Terms","Últimas 5 Pesquisas"
"Last 7 days","Últimos 7 dias"
"Last Logged In (%s):","Último Acesso (%s):"
"Last Logged In:","Último Acesso:"
"Last Name","Sobrenome"
"Last Name is required field.","Sobrenome é campo obrigatório."
"Last Name:","Sobrenome:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>","Última atualização: %s. Para atualizar últimos dias <a href=""%s"">estatísticas</a>, clique <a href=""%s"">aqui</a>"
"Lastname","Sobrenome"
"Latest Message:","Nova Mensagem:"
"Layered Navigation Indices","Índice de Navegação em Camadas"
"Layered Navigation Indices was refreshed successfully","Índice de Navegação em Camadas foi atualizado com sucesso"
"Layered Navigation Indices were refreshed successfully","Índice de Navegação em Camadas foi atualizado com sucesso"
"Layered Navigation indexing queue cancelled","Navegação em Camadas fila de indexação cancelada"
"Layered Navigation indexing queued","Navegação em Camadas fila de indexação"
"Layered Navigation process queued to be killed","Navegação em Camadas processamento da fila sera finalizada"
"Leave empty to use tax identifier","Deixe em branco para usar o identificador padrão"
"Lifetime Sales","Ciclo de Vendas"
"Lifetime statistics was successfully updated","Estatísticas de tempo de vida foram atualizadas"
"Links","Links"
"Links with associated products will retain only after saving current product.","Links com produtos associados serão retidos apenas depois que o produto for salvo."
"List (default) / Grid","Lista (padrão) / Tabela"
"List only","Apenas Lista"
"Load Template","Carregar Modelo de Email"
"Load default template","Selecionar um modelo de email padrão"
"Loading...","Carregando..."
"Local Server","Servidor Local"
"Local/Remote Server","Servidor Local/Remoto"
"Locale","Idioma"
"Log Out","Sair"
"Log in to Admin Panel","Administração"
"Log into Magento Admin Page","Entrar na Página de Administração do Magento"
"Logged in as %s","Usuário: %s"
"Login","Entrar"
"Low Stock","Estoque Baixo"
"MAJOR","PRINCIPAL"
"MINOR","SECUNDÁRIO"
"MS Excel XML","MS Excel XML"
"Magento Admin","Administração Magento"
"Magento Commerce - Administrative Panel","Painel Administrativo - Magento eCommerce"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Abrir Magento Connect"
"Magento Logo","Logo do Magento"
"Magento cache storage was flushed successfully .","Armazenamento de cache do Magento foi liberado com sucesso."
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento é uma marca da empresa Irubin Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento ver. %s","Magento versão. %s <br/>Traduzido por <a href='http://magento.mariosam.com/' target='_blank'>Mario S.A.M.</a>"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; é uma marca da empresa Irubin Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Manage Attribute Sets","Grupo de Atributos"
"Manage Attributes","Gerenciar Atributos"
"Manage Categories","Gerenciar Categorias"
"Manage Content","Gerenciar Conteúdo"
"Manage Currency Rates","Controlar Câmbio"
"Manage Customers","Gerenciar Clientes"
"Manage Ratings","Gerenciar Comentários"
"Manage Stores","Gerenciar Lojas"
"Manage Tax Rules","Regras de Impostos"
"Manage Tax Zones and Rates","Gerenciar Impostos e Taxas"
"Manage osCommerce Orders","Gerenciar Pedidos osCommerce"
"Manage osCommerce Profiles","Gerenciar Perfis osCommerce"
"Matched expression","Expressão Igual"
"Max","Max"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Mídia (.avi, .flv, .swf)"
"Messages Inbox","Caixa de Mensagens"
"Min","Min"
"Month","Mês"
"Most Viewed","Mais Acessados"
"Most Viewed Products","Mais Populares"
"Multiple Select","Múltipla Seleção"
"My Account","Minha Conta"
"N/A","N/A"
"NOTICE","AVISO"
"Name","Nome"
"Name on Card","Nome no Cartão"
"Name on the Card: %s","Nome no Cartão: %s"
"Name:","Nome:"
"New ","Novo "
"New Accounts","Novas Contas"
"New Api Key","Nova Chave de Api"
"New Attribute","Novo Atributo"
"New Block","Novo Bloco"
"New Category","Nova Categoria"
"New Class","Nova Classe"
"New Condition","Nova Condição"
"New Custom Variable","Nova Variável Customizada"
"New Customer","Criar Cliente"
"New Customers","Novos Clientes"
"New Design Change","Novo Tema para a Loja"
"New Email Template","Novo Modelo de Email"
"New Group","Novo Grupo"
"New Invoice","Nova Fatura"
"New Item Type","Novo Tipo de Item"
"New Memo","Nova Carta"
"New Memo for #%s","Nova Carta para #%s"
"New Page","Nova Página"
"New Password","Nova Senha"
"New Poll","Nova Enquete"
"New Profile","Novo Modelo de Dados"
"New Rate","Novo Imposto"
"New Rating","Nova Avaliação"
"New Review","Novo Comentário"
"New Role","Nova Cargo"
"New Rule","Novo Imposto"
"New Search","Novo Termo de Pesquisa"
"New Set","Novo Conjunto"
"New Shipment","Novo Envio"
"New Sitemap","Novo Sitemap"
"New Store View","Nova Visão de Loja"
"New System Template","Novo Sistema Template"
"New Tag","Nova Tag"
"New Template","Novo Template"
"New User","Novo Usuário"
"New Variable","Nova Variável"
"New Website","Novo Sistema"
"New admin password","Nova senha de administrador"
"Newsletter","Newsletter"
"Newsletter Problems","Problemas de Newsletter"
"Newsletter Queue","Enviar Newsletter"
"Newsletter Subscribers","Assinaturas"
"Newsletter Templates","Modelo de Newsletter"
"Next month (hold for menu)","Próximo mês (mantenha para menu)"
"Next page","Próxima página"
"Next year (hold for menu)","Próximo ano (mantenha para menu)"
"No","Não"
"No (price without tax)","Não (preço sem imposto)"
"No Data Found","Período Sem Movimentação"
"No Templates Found","Nenhum Template Encontrado"
"No change","Sem alteração"
"No profile","Sem Perfil"
"No profile loaded...","Nenhum perfil carregado..."
"No records found for this period.","Nenhum registro encontrado para este período."
"No records found.","Sem Registro."
"No report code specified","Nenhum código de relatório especificado"
"No search keywords.","Nenhuma palavra chave de busca."
"No search modules registered","Nenhum módulo de busca registrado"
"None","Nada"
"Note:","Nota:"
"Notifications","Mensagens"
"Number of Orders","Num. Pedidos"
"Number of Uses","Frequência"
"Number of records:","Número de registros:"
"Old rate:","Equivale:"
"One of options row has error","Erro encontrado em uma das opções da linha"
"One or more of the Cache Types are invalidated:","Um ou mais tipos de cache são inválidos:"
"Online Customers","Online"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Apenas atributos com escopo ""Global"", tipo de input ""Dropdown"" e Usados para Criar Produtos Configuráveis ""Sim"" são disponíveis."
"Only mapped fields","Apenas campos mapeados"
"Optional","Opcional"
"Options","Opções"
