"Can not register existing shipment","Não foi possível registrar entrega existente"
"Can\'t get order instance","Não foi possível recuperar o pedido"
"CSV","CSV"
"Cancel","Cancelar"
"Cancel invoice","Cancelar fatura"
"Cancel order","Cancelar pedido"
"Canceled","Cancelado"
"Canceled order offline.","Pedido cancelado offline."
"Canceled order online.","Pedido cancelado online."
"Cannot add order history.","Não foi possível adicionar histórico do pedido."
"Cannot create an empty shipment.","Não foi possível criar uma entrega em branco."
"Cannot determine the field name.","Não foi possível determinar o nome do campo."
"Cannot do invoice for order.","Não foi possível faturar o pedido."
"Cannot do shipment for order.","Não foi possível enviar o pedido."
"Cannot get order instance","Não foi possível recuperar instância do pedido"
"Cannot get the order instance.","Não foi possível recuperar instância do pedido."
"Cannot register an existing credit memo.","Não foi possível registrar um reembolso existente."
"Cannot register existing invoice","Não foi possível registrar uma fatura existente"
"Cannot register existing shipment","Não é possível registrar uma entrega já existente"
"Capture","Capturar"
"Capture Amount","Capturar Valor"
"Capture Offline","Capturar Offline"
"Capture Online","Capturar Online"
"Capture invoice","Capturar fatura"
"Captured amount of %s online.","Capturar valor %s online."
"Capturing amount of %s is pending approval on gateway.","Valor de captura para %s está pendente para aprovação pelo gateway."
"Carrier","Forma de Entrega"
"Carrier/Method","Forma de Entrega"
"Change Status","Alterar Status"
"Change status, add comments","Alterar status, adicionar comentários"
"Checkout Totals Sort Order","Ordem de Valores ao Finalizar Pedido"
"Click to change shipping method","Clique para alterar a forma de entrega"
"Close","Fechar"
"Closed","Fechado"
"Comma-separated.","Separado por Vírgula."
"Comment","Comentário"
"Comment Text","Comentário"
"Comments","Comentários"
"Comments History","Comentários Histórico"
"Complete","Completo"
"Country","País"
"Coupon code accepted.","Código de cupom aceito."
"Coupons","Cupons"
"Create","Criar"
"Create New Customer","Criar Cliente"
"Create New Order","Criar Pedido"
"Create New Order for %s","Novo Pedido para %s"
"Create New Order for %s in %s","Novo Pedido %s em %s"
"Create New Order for New Customer","Criar Pedido para Cliente"
"Create New Order for New Customer in %s","Criar Pedido para Cliente na Loja: %s"
"Create Shipment","Criar Entrega"
"Create new invoice for order","Criar nova fatura para o pedido"
"Create new shipment for order","Criar nova entrega para o pedido"
"Create...","Criar..."
"Created At","Criado Em"
"Created billing agreement #%s.","Criar temos de cobrança #%s."
"Created:","Criado:"
"Credit Memo","Reembolso"
"Credit Memo #","Reembolso #"
"Credit Memo # ","Reembolso # "
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Reembolso #%1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Remetente de Email para Comentário de Reembolso"
"Credit Memo Comment Email Template","Modelo de Email para Comentário de Reembolso"
"Credit Memo Comment Email Template for Guest","Modelo de Email para Comentário de Reembolso de Visitantes"
"Credit Memo Comments","Comentários do Reembolso"
"Credit Memo Email Sender","Remetente de Email para Reembolso"
"Credit Memo Email Template","Modelo de Email para Reembolso"
"Credit Memo Email Template for Guest","Modelo de Email para Reembolso de Visitantes"
"Credit Memo Update","Atualização de Reembolso"
"Credit Memo Update for Guest","Atualização de Reembolso para Visitantes"
"Credit Memo email not sent","Email de Reembolso não enviado"
"Credit Memo email sent","Email de Reembolso enviado"
"Credit Memo...","Reembolsar..."
"Credit Memos","Reembolsos"
"Creditmemo","Reembolso"
"Custom Options","Opções Pessoais"
"Custom Price","Preço Customizado"
"Custom Value","Personalizado"
"Customer","Cliente"
"Customer Can Define Start Date","Cliente Pode Definir Data de Início"
"Customer Email","E-mail do Cliente"
"Customer Group","Grupo do Cliente"
"Customer Last Name","Sobrenome do Cliente"
"Customer My Account Order Creditmemo View","Cliente Minha Conta Pedido Reembolso Visualizar"
"Customer My Account Order History","Cliente Minha Conta Pedido Histórico"
"Customer My Account Order Invoice View","Cliente Minha Conta Pedido Fatura Visualizar"
"Customer My Account Order Shipment View","Cliente Minha Conta Pedido Entrega Visualizar"
"Customer My Account Order View","Cliente Minha Conta Pedido Visualizar"
"Customer Name","Nome do Cliente"
"Customer\'s Current Activities","Atividades Recentes do Cliente"
"Date","Data"
"Date Shipped","Data Entrega"
"Date of Birth","Aniversário"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Logo padrão, será usado em PDF e documentos HTML.<br />(jpeg, tiff, png)"
"Delete","Excluir"
"Denied the payment online.","Pagamento online recusado."
"Deny Payment","Recusar Pagamento"
"Description Message","Mensagem"
"Discount","Desconto"
"Discount (%s)","Desconto (%s)"
"Discount Amount","Valor do Desconto"
"Discounts","Descontos"
"Display Order ID in Header","Exibir Pedido no Cabeçalho"
"Document","Documento"
"Edit","Editar"
"Edit Gift Messsage","Editar Mensagem de Presente"
"Edit Order","Editar Pedido"
"Edit Order #%s","Editar Pedido #%s"
"Email","Email"
"Email Copy of Credit Memo","Email Cópia de Reembolso"
"Email Copy of Invoice","Email Cópia de Fatura"
"Email Copy of Shipment","Email Cópia de Entrega"
"Email Order Confirmation","Enviar Email de Confirmação"
"Enable","Habilitar"
"Enabled","Habilitado"
"Error to Show in Shopping Cart","Erro ao exibir carrinho de compras"
"Excel","Excel"
"Excl. Tax","Excl. Taxa"
"Expired","Expirou"
"Failed to cancel the billing agreement.","Erro ao cancelar termos de cobrança."
"Failed to create billing agreement for this order.","Erro ao criar termos de cobrança para este pedido."
"Failed to finish billing agreement wizard.","Erro ao finalizar assistente de termos de cobrança."
"Failed to send the order email.","Erro ao enviar e-mail do pedido."
"Failed to start billing agreement wizard.","Erro ao iniciar assistente de termos de cobrança."
"Failed to update the payment.","Erro ao atualizar o pagamento."
"Failed to update the profile.","Erro ao atualizar o perfil."
"Failed to send order email.","Falha ao enviar email de pedido."
"Failed to void the payment.","Falha ao devolver pagamento."
"Fetch","Buscar"
"From","De"
"From Name","De Nome"
"From:","De:"
"G.T. (Base)","Valor Cobrado"
"G.T. (Purchased)","Valor Pago"
"General Information","Informações Gerais"
"Get Payment Update","Obter Atualização de Pagamento"
"Get Update","Solicitar Atualização"
"Get shipping methods and rates","Obter métodos e taxas"
"Gift","Presente"
"Gift Message","Mensagem de Presente"
"Gift Message for This Order","Mensagem de Presente para Este Pedido"
"Gift Message for the Entire Order","Mensagem de Presente para Todo o Pedido"
"Gift Message for this Order","Mensagem de Presente para este Pedido"
"Grand Total","Valor Total"
"Grand Total to be Charged","Valor Total será alterado"
"Guest","Visitante"
"Hold","Segurar"
"Hold action is not available.","Ação de Segurar não está disponível."
"Hold order","Segurar Pedido"
"ID","ID"
"ID #","ID #"
"If empty, the default description above will be used.","Se vazio, a descrição padrão será usada."
"If empty, the default error above will be used.","Se vazio, o erro padrão será usado."
"If the invoice was created offline, try creating an offline creditmemo.","Se a fatura foi criada offline, tente criar um reembolso offline."
"Incl. Tax","Incl. Taxa"
"Information","Informações"
"Initial Fee","Taxa Inicial"
"Initial Fees","Taxas Iniciais"
"Initial period payment","Período Inicial de Pagamento"
"Invalid block: %s.","Bloco inválido: %s."
"Invalid carrier specified.","Entrega selecionada é inválida."
"Invalid draw line data. Please define ""lines"" array","Desenho de linhas inválido. Defina ""lines"" array"
"Invalid item option format.","Formato da opção de item inválido."
"Invalid qty to invoice item ""%s""","Quantidade inválida para o pedido do item ""%s"""
"Invalid qty to refund item ""%s""","Quantidade inválida para reembolso do item ""%s"""
"Invalid qty to ship for item ""%s""","Quantidade inválida para entrega do item ""%s"""
"Invalid renderer model","Modelo de devolução inválido"
"Invalid request for adding product to quote.","Solicitação inválida para adicionar produto a citação."
"Invoice","Fatura"
"Invoice #","Fatura #"
"Invoice # ","Fatura # "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Fatura #%1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Fatura #%s"
"Invoice Comment Email Sender","Remetente de Email para Comentário de Fatura"
"Invoice Comment Email Template","Modelo de Email para Comentário de Fatura"
"Invoice Comment Email Template for Guest","Modelo de Email para Comentário de Fatura para Visitantes"
"Invoice Comments","Comentários"
"Invoice Date","Data da Fatura"
"Invoice Email Sender","Remetente de Email de Fatura"
"Invoice Email Template","Modelo de Email de Fatura"
"Invoice Email Template for Guest","Modelo de Email de Fatura para Visitantes"
"Invoice Update","Atualização de Fatura"
"Invoice Update for Guest","Atualização de Fatura para Visitantes"
"Invoice and Packing Slip Design","Fatura e Formato da Caixa Vazia"
"Invoice and Ship","Fatura e Entrega"
"Invoice canceling problem.","Problemas ao cancelar fatura."
"Invoice cannot be canceled.","Fatura não pode ser cancelada"
"Invoice cannot be captured.","Fatura não pode ser capturada"
"Invoice cannot be voided.","Fatura não pode ser devolvida"
"Invoice capturing problem.","Problemas ao capturar fatura"
"Invoice email not sent","Email de fatura não foi enviado"
"Invoice email sent","Email de fatura enviado"
"Invoice void problem","Problema ao devolver fatura"
"Invoice will be created without communication with payment gateway.","Fatura será criada sem comunicação com gateway de pagamento."
"Invoice...","Fatura..."
"Invoiced","Faturado"
"Invoices","Faturas"
"Is Closed","Está Fechado"
"Item","Item"
"Item Status","Status dos Item"
"Item object is not specified.","Objeto do item não foi especificado."
"Item option with code %s already exist","Opção de item com código %s já existe"
"Item options declaration error.","Opção de item declarado com erro."
"Item ordered qty","Item organizado por quantidade"
"Item qty declaration error.","Quantidade de itens declarado com erro."
"Items","Itens"
"Items Invoiced","Itens Faturados"
"Items Ordered","Itens do Pedido"
"Items Refunded","Itens Reembolsados"
"Items Shipped","Itens Entregues"
"Items maximum quantity or price do not allow checkout.","Quantidade máxima de itens ou preço não permitidos na venda."
"Items options declaration error.","Opções de itens declarados com erro."
"Items to Refund","Itens para Estornar"
"Items to Ship","Itens para Entregar"
"Key","Chave"
"Last Ordered Items","Últimos itens comprados"
"Link to the New Order","Link para novo pedido"
"Link to the Previous Order","Link para pedido anterior"
"Logo for HTML Print View","Logo de impressão para HTML"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo apenas para documentos HTML. Se vazio, padrão ser usado.<br />(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Logo de impressão para PDF (200x50)"
"Manage","Administrar"
"Maximum shipping amount allowed to refound is: %s","Valor máximo de entrega permitido para estorno é: %s"
"Message","Mensagem"
"Message was successfully sent","Mensagem foi enviada com sucesso"
"Message:","Mensagem:"
"Minimum Amount","Valor mínimo"
"Minimum Order Amount","Valor mínimo do pedido"
"Mixed","Misturado"
"Move to Shopping Cart","Mover para Carrinho de Compras"
"Move to Wishlist","Mover para Favoritos"
"Multi-address Description message","Descrição da mensagem para vários endereços"
"Multi-address Description Message","Descrição da Mensagem para vários Endereços"
"Multi-address Error to Show in Shopping Cart","Erro ao exibir vários endereços no carrinho de compras"
"My Orders","Meus Pedidos"
"My Orders - Details","Meus Pedidos - Detalhes"
"N/A","N/A"
"Name","Nome"
"New","Novo"
"New Billing Agreement","Criar Termo de Cobrança"
"New Credit Memo","Novo Reembolso"
"New Credit Memo for Guest","Novo Reembolso para Visitante"
"New Invoice","Nova Fatura"
"New Invoice and Shipment for Order #%s","Nova Fatura e Entrega para o Pedido #%s"
"New Invoice for Guest","Nova Fatura para Visitante"
"New Invoice for Order #%s","Nova Fatura para o Pedido #%s"
"New Order","Novo Pedido"
"New Order Confirmation Email Sender","Remetente de Email para Confirmação de Novo Pedido"
"New Order Confirmation Template","Modelo de Email para Confirmação de Novo Pedido"
"New Order Confirmation Template for Guest","Modelo de Email para Confirmação de Novo Pedido de Visitante"
"New Order RSS","RSS Novos Pedidos"
"New Order for Guest","Novo Pedido para Visitante"
"New Shipment","Nova Entrega"
"New Shipment for Guest","Nova Entrega para Visitante"
"New Shipment for Order #%s","Nova Entrega para o Pedido #%s"
"New Status","Novo Status"
"Newsletter Subscription","Assinatura de Newsletter"
"No","No"
"No Items","Sem Itens"
"No Items To Refund","Sem Itens para Estorno"
"No Payment Methods","Sem Métodos de Pagamento"
"No detail for number ""%s""","Sem detalhes para o número ""%s"""
"No information available.","Nenhuma informação disponível."
"No items","Sem itens"
"No order(s) were put on hold.","Nenhum pedido(s) segurado."
"No order(s) were released from holding status.","Nenhum pedido(s) liberado do status de segurado."
"No ordered items","Nenhum Item no Pedido"
"No shipping information available","Nenhuma informação de entrega disponível"
"Non-supported Transaction Type ""%s"".","Tipo de Transação Não Suportada ""%s""."
"No valid transaction found for this payment review.","Não foi encontrada nenhuma transação válida para esta análise de pagamento."
"Nominal Items","Itens Nominal"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Item nominal pode ser comprado apenas sozinho. Para continuar você deve remover os demais itens selecionados."
"Nominal order registered.","Pedido Nominal Registrado."
"Not Capture","Não Capturado"
"Not Initialized","Não Inicializado"
"Not Notified","Não Notificado"
"Not enough valid data to save the parent transaction ID.","Nenhuma informação válida para salvar ID da transação parente."
"Notification Not Applicable","Sem Notificações"
"Notified","Notificado"
"Notify Customer","Cópia p/ Cliente"
"Notify Customer by Email","Avisar Cliente por e-mail"
"Number","Número"
"Number of Invoiced Orders","Número de Pedidos Faturados"
"Number of Orders","Número de Pedidos"
"Number of Refunded Orders","Número de Pedidos Recusados"
"Offline Refunded","Reembolso Offline"
"On Hold","Segurar"
"Online Refunded","Reembolso Online"
"Order","Pedido"
"Order #","Pedido #"
"Order # ","Pedido # "
"Order # %s","Pedido # %s"
"Order # %s %s | %s","Pedido # %s %s | %s"
"Order #%s","Pedido #%s"
"Order #%s - %s","Pedido #%s - %s"
"Order API","API do Pedido"
"Order Comment","Pedido Comentado"
"Order Comment Email Sender","Remetente de Email para Comentário de Pedido"
"Order Comment Email Template","Modelo de Email para Comentário de Pedido"
"Order Comment Email Template for Guest","Modelo de Email para Comentário de Pedido para Visitante"
"Order Comments","Comentários do Pedido"
"Order Credit Memos","Pedido Reembolso"
"Order Currency:","Moeda:"
"Order Date","Data do Pedido"
"Order Date (%s)","Data do Pedido (%s)"
"Order Date: ","Data do Pedido: "
"Order Date: %s","Data do Pedido: %s"
"Order Details","Detalhes do Pedido"
"Order Grand Total","Valor Total"
"Order History","Histórico do Pedido"
"Order ID","ID do Pedido"
"Order Information","Informações do Pedido"
"Order Invoices","Pedido Faturas"
"Order Shipments","Pedido Entregas"
"Order Status","Status do Pedido"
"Order Subtotal","Subtotal do Pedido"
"Order Taxes Report Grouped by Tax Rates","Relatório de Imposto de Pedido Agrupado por Taxas de Impostos"
"Order Total","Total do Pedido"
"Order Totals","Totais do Pedido"
"Order Update","Atualização do Pedido"
"Order Update for Guest","Atualização de Pedido para Visitante"
"Order View","Detalhes do Pedido"
"Order does not allow to be canceled.","Pedido sem permissão para ser cancelado."
"Order does not allow to create an invoice.","Pedido sem permissão para criar fatura."
"Order email has been successfully sent.","Email do pedido foi enviado com sucesso."
"Order has been successfully created","Pedido foi criado com sucesso"
"Order invoice","Pedido faturar"
"Order object is not specified.","Objeto do pedido não foi definido"
"Order saving error: %s","Erro ao salvar pedido: %s"
"Order shipments","Pedido entregas"
"Order was not cancelled.","Pedido não foi cancelado."
"Order was not put on hold.","Pedido não foi segurado."
"Order was not unholded.","Pedido não foi liberado."
"Order was placed using %s","Moeda de pagamento usada %s"
"Order was successfully cancelled.","Situação do pedido alterada com sucesso para: Cancelado."
"Order was successfully put on hold.","Situação do pedido alterada com sucesso para: Segurar."
"Order was successfully released from holding status.","Situação do pedido alterada com sucesso para: Liberar."
"Order(s) can not be canceled","Pedido(s) não pode ser cancelado"
"Ordered","Ordem"
"Orders","Pedidos"
"Original Price","Preço Original"
"Original order item that recurring payment profile correspondss to.","Item do pedido original correspondente ao perfil de pagamento recorrente."
"PDF Credit Memos","Imprimir"
"PDF Invoices","Imprimir"
"PDF Packingslips","Imprimir"
"PDF Print-outs","Impressão de PDF"
"PDF object is not specified.","PDF objeto não especificado."
"PDF page object is not specified.","PDF objeto página não definido."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Modelo PDF total precisa estender Mage_Sales_Model_Order_Pdf_Total_Default"
"Packingslip # ","Embalagens # "
"Paid","Pago"
"Paid Amount","Total Pago"
"Parent Transaction ID","ID Transação Parente"
"Parent transaction ID must have a transaction ID.","ID da transação parente precisa ter um ID de transação."
"Partial","Parcial"
"Payment Failed","Falha no Pagamento"
"Payment Information","Informações de Pagamento"
"Payment Method","Forma de Pagamento"
"Payment Method Name","Nome do Método de Pagamento"
"Payment Method:","Forma de Pagamento:"
"Payment Review","Análise de Pagamento"
"Payment disallow storing objects.","Pagamento desativado para objetos armazenados."
"Payment has been voided successfully.","Pagamento foi retornado com sucesso."
"Payment transactions disallow storing objects.","Transação de pagamento desativo para objetos armazenados."
"Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Modelo PDF total precisa ser estendido de Mage_Sales_Model_Order_Pdf_Total_Default"
"Payment type","Tipo de pagamento"
"Payment update has been made.","Atualização de pagamento foi realizada."
"Pending","Pendente"
"Pending Payment","Pagamento Pendente"
"Period","Período"
"Place Order Using Billing Agreements","Pedido Selecionado Usando Termos de Cobrança"
"Placed from IP","IP de Origem"
"Please enter positive number in this field.","Informe um número positivo neste campo."
"Please Select Products to Add","Selecione os produtos para adicionar"
"Please Select a Customer","Selecione um cliente"
"Please Select a Store","Selecione uma loja"
"Please define PDF object before using.","Define um objeto PDF antes de usar."
"Please enter positive number in this field.","Informe um número positivo."
"Please specify a valid grid column alias name that exists in grid table.","Informe um nome válido para a coluna que exista na tabela."
"Price","Preço"
"Print","Imprimir"
"Print All","Imprimir Tudo"
"Print All Invoices","Imprimir Faturas"
"Print All Refunds","Imprimir Estornos"
"Print All Shipments","Imprimir Entregas"
"Print Credit Memos","Imprimir Reembolsos"
"Print Invoice","Imprimir Fatura"
"Print Invoices","Imprimir Faturas"
"Print Order","Imprimir Pedido"
"Print Order # %s","Imprimir Pedido # %s"
"Print Packingslips","Imprimir Embalagens"
"Print Refund","Imprimir Reembolso"
"Print Shipment","Imprimir Entrega"
"Processing","Processando"
"Processing data problem","Problema ao processar dados"
"Product","Produto"
"Product Name","Nome do Produto"
"Products","Produtos"
"Products Bestsellers Report","Relatório de Produtos Mais Vendidos"
"Products in Comparison List","Produtos na Lista de Comparação"
"Profile #%s","Perfil #%s"
"Profile Information","Informações de Perfil"
"Profile State","Situação do Perfil"
"Profit","Lucro"
"Promotion Coupons Usage Report","Relatório de Uso dos Cupons Promocionais"
"Proper payment object must be set.","Objeto de pagamento apropriado deve ser informado."
"Purchased From","Comprado Em"
"Purchased From (Store)","Comprado Na (Loja)"
"Purchased Item","Item Comprado"
"Purchased On","Data"
"Purchased from (store)","Loja"
"QTY","QTD"
"Qty","Qtd"
"Qty Invoiced","Qtd Faturada"
"Qty Ordered","Qtd Pedido"
"Qty Shipped","Qtd Entregue"
"Qty To Add","Qtd Para Adicionar"
"Qty to Add","Qtd Para Adicionar"
"Qty to Invoice","Qtd Para Faturar"
"Qty to Refund","Qtd Para Reembolsar"
"Qty to Ship","Qtd Para Entregar"
"Quantity Ordered","Quantidade Encomendada"
"Rate","Avaliar"
"Recent Orders","Pedidos Recentes"
"Recently Compared Products","Produtos Comparados Recentemente"
"Recently Viewed","Visualizados Recentemente"
"Recently Viewed Products","Produtos Visitados"
"Recurring Profile # %s","Perfil Recorrente # %s"
"Recurring Profile Initial Fee","Perfil Recorrente Taxa Inicial"
"Recurring Profiles","Perfils Recorrente"
"Recurring Profiles (beta)","Perfils Recorrente (beta)"
"Reference ID","ID de Referência"
"Reference ID:","ID de Referência:"
"Refresh","Atualizar"
"Refund","Reembolso"
"Refund #","Reembolso #"
"Refund #%s","Reembolso #%s"
"Refund Amount","Valor do Reembolso"
"Refund Offline","Reembolso Offline"
"Refund Shipping","Reembolso Entrega"
"Refund Shipping (Excl. Tax)","Reembolso Entrega (Excl. Tax)"
"Refund Shipping (Incl. Tax)","Reembolso Entrega (Incl. Tax)"
"Refund Totals","Reembolso Total"
"Refunded","Reembolsado"
"Refunded amount of %s offline.","Valor do Reembolso %s Off-line."
"Refunded amount of %s online.","Valor do Reembolso %s On-line."
"Refunds","Reembolsos"
"Registered a Void notification.","Registrado notificação de devolução."
"Registered notification about approved payment.","Registrado notificação sobre pagamento aprovado."
"Registered notification about authorized amount of %s.","Registrado notificação sobre autorização no valor de %s."
"Registered notification about captured amount of %s.","Registrado notificação sobre captura no valor de %s."
"Registered notification about denied payment.","Registrado notificação sobre pagamento recusado."
"Registered notification about refunded amount of %s.","Registrado notificação sobre reembolso no valor de %s."
"Registered update about approved payment.","Registrado atualização sobre pagamento aprovado."
"Regular Payment","Pagamento Regular"
"Related Orders","Pedidos Relacionados"
"Remove","Remover"
"Remove Coupon Code","Remover Código do Cupom"
"Remove tracking number","Remover número do rastreador"
"Reorder","Recomprar"
"Reorder...","Recomprar..."
"Requested Payment Method is not available","Forma de Pagamento solicitado não disponível"
"Retrieve invoice info","Recuperar informações da fatura"
"Retrieve invoice information","Recuperar informações da fatura"
"Retrieve list of invoices by filters","Recuperar lista de faturas por filtros"
"Retrieve list of orders by filters","Recuperar lista de pedidos por filtros"
"Retrieve list of shipments by filters","Recuperar lista de entregas por filtros"
"Retrieve order information","Recuperar informações de pedido"
"Retrieve orders info","Recuperar informações de pedido"
"Retrieve shipment info","Recuperar informações de entrega"
"Retrieve shipment information","Recuperar informações de entrega"
"Return to Stock","Devolver ao Estoque"
"Returned","Retornado"
"Revenue","Rendimento"
"Row Subtotal","Linha Subtotal"
"Row Total","Linha Total"
"SHIP TO:","ENTREGA:"
"SKU","SKU"
"SOLD TO:","VENDIDO PARA:"
"Sales","Vendas"
"Sales Discount","Desconto de Vendas"
"Sales Emails","Email de Vendas"
"Sales Emails Section","Seção Emails de Vendas"
"Sales Invoice Print View","Vendas Pedido Impressão Visualizar"
"Sales Items","Itens Vendidos"
"Sales Order Print View","Vendas Pedido Impressão Visualizar"
"Sales Section","Seção de Vendas"
"Sales Shipment Print View","Vendas Entrega Impressão Visualizar"
"Sales Shipping","Frete de Vendas"
"Sales Tax","Imposto de Vendas"
"Sales Total","Total de Vendas"
"Same As Billing Address","Mesmo Endereço de Cobrança"
"Save and Close Message","Salvar e Fechar Mensagem"
"Save in address book","Salvar este endereço"
"Schedule","Agendar"
"Select from existing customer addresses:","Selecionar um endereço já cadastrado:"
"Send Credit Memo Comment Email Copy To","Enviar Cópia de Email de Comentários de Reembolso Para"
"Send Credit Memo Email Copy To","Enviar Cópia de Email de Reembolso Para"
"Send Email","Enviar Email"
"Send Invoice Comment Email Copy To","Enviar Cópia de Email de Comentário de Fatura Para"
"Send Invoice Email Copy To","Enviar Cópia de Email de Fatura Para"
"Send Order Comment Email Copy To","Enviar Cópia de Email de Comentário de Pedido Para"
"Send Order Email Copy Method","Método de Envio de Cópia de Email de Pedido"
"Send Order Email Copy To","Enviar Cópia de Email de Pedido Para"
"Send Sales Emails","Enviar Email de Vendas"
"Send Shipment Comment Email Copy To","Enviar Cópia de Email de Entrega Para"
"Send Shipment Email Copy To","Enviar Cópia de Email de Entrega Para"
"Send Tracking Information","Enviar Informações de Rastreador"
"Set order for existing transactions not allowed","Definir pedidos para transações existentes não permitidas"
"Ship","Entrega"
"Ship To","Para"
"Ship to First name","Nome"
"Ship to Last name","Sobrenome"
"Ship to Name","Entrega Para"
"Ship...","Entrega..."
"Shipment","Entrega"
"Shipment #","Entrega #"
