"Error while saving this tax class. Class with the same name ","Erro ao salvar classe de imposto. Classe com o mesmo nome "
"Error while saving this tax class. Please try again later.","Erro ao salvar classe de imposto. Tente novamente."
"Error while saving this tax rule. Please try again later.","Erro ao salvar regra de imposto. Tente novamente."
"Excl. Tax","Excl. Taxa"
"Excl. Tax:","Excl. Taxa:"
"Excluding Tax","Excluir Imposto"
"Excluding tax","Excluir Imposto"
"Excluding FPT","Excluir FPT"
"Excluding FPT, FPT description, final price","Excluir FPT, Descrição FPT, preço final"
"Export Tax Rates","Exportar Impostos"
"Fixed Product Taxes","Imposto Fixo por Produto (FPT = Fixed Product Tax)"
"Grand Total (Excl. Tax)","Valor Total (Excl. Taxa)"
"Grand Total (Excl.Tax)","Valor Total (Excl.Taxa)"
"Grand Total (Incl. Tax)","Valor Total (Incl. Taxa)"
"Grand Total (Incl.Tax)","Valor Total (Incl.Taxa)"
"Grand Total Excl. Tax","Valor Total Excl. Taxa"
"Grand Total Incl. Tax","Valor Total Incl. Taxa"
"Import / Export Tax Rates","Importar / Exportar Impostos"
"Import Tax Rates","Importar Impostos"
"Include FPT In Subtotal","Incluir FPT no Subtotal"
"Inc. Tax","Inc. Taxa"
"Incl. Tax","Incl. Taxa"
"Incl. Tax:","Incl. Taxa:"
"Include Tax In Grand Total","Incluir Imposto no Valor Total"
"Including Tax","Incluir Imposto"
"Including and excluding tax","Incluir e Excluir Imposto"
"Including tax","Incluir Imposto"
"Including FPT only","Incluir apenas FPT"
"Including FPT and FPT description","Incluir FPT e Descrição de FPT"
"Invalid file format upload attempt","Formato de arquivo inválido"
"Invalid file upload attempt","Arquivo de upload inválido"
"Manage Customer Tax Classes","Gerenciar Classe de Imposto de Cliente"
"Manage Product Tax Classes","Gerenciar Classe de Imposto de Produto"
"Manage Tax Rates","Cálculos de Impostos"
"Manage Tax Rules","Regras de Impostos"
"Manage Tax Zones & Rates","Cálculos de Impostos"
"Name","Nome"
"New Class","Nova Classe"
"New Rule","Nova Regra"
"New Tax Rate","Nova Regra de Imposto"
"No","Não"
"None","Nenhum"
"One of the country has invalid code.","Um dos países possui código inválido."
"Orders, Invoices, Creditmemos Display Settings","Configurações de Exibição em Pedidos, Faturas, Reembolsos"
"Original price only","Apenas no Preço Original"
"Please select Country","Selecione..."
"Please select County","Selecione..."
"Please select State","Selecione..."
"Price Display Settings","Configurações de Exibição de Preços"
"Priority","Prioridade"
"Product Tax Class","Classe Produtos"
"Product Tax Class Information","Informações de Classe de Produtos"
"Product Tax Classes","Classe de Produtos"
"Range from","Inicia em"
"Range to","Termina em"
"Rate","Cálculo"
"Reset","Reiniciar"
"Row Total","Total da Fila"
"Sales","Vendas"
"Save And Continue Edit","Salvar e Continuar"
"Save Class","Salvar"
"Save Rate","Salvar"
"Save Rule","Salvar"
"Shipping & Handling (Excl.Tax)","Entrega & Embalagem (Excl.Taxa)"
"Shipping & Handling (Incl.Tax)","Entrega & Embalagem (Incl.Taxa)"
"Shipping (Excl. Tax)","Entrega (Excl. Taxa)"
"Shipping (Incl. Tax)","Entrega (Incl. Taxa)"
"Shipping Excl. Tax (%s)","Entrega Excl. Taxa (%s)"
"Shipping Incl. Tax (%s)","Entrega Incl. Taxa (%s)"
"Shipping Prices","Preços na Entrega"
"Shopping Cart Display Settings","Configurações de Exibição no Carrinho de Compras"
"Sort Order","Ordem"
"State","Estado"
"State/Region","Estado"
"Subtotal (Excl. Tax)","Subtotal (Excl. Taxa)"
"Subtotal (Excl.Tax)","Subtotal (Excl.Taxa)"
"Subtotal (Incl. Tax)","Subtotal (Incl. Taxa)"
"Subtotal (Incl.Tax)","Subtotal (Incl.Taxa)"
"Tax","Taxas e Impostos"
"Tax Calculation Based On","Cálculo de Imposto em"
"Tax Calculation Method Based On","Forma de Cálculo de Imposto em"
"Tax Class for Shipping","Classe de Imposto para Entrega"
"Tax Classes","Classe de Imposto"
"Tax Identifier","Identificador"
"Tax Rate","Taxa Imposto"
"Tax Rate Information","Informações da Taxa"
"Tax Rule Information","Informações da Regra de Imposto"
"Tax Rules","Regras de Imposto"
"Tax Section","Seção de Imposto"
"Tax Titles","Título do Imposto"
"Tax class was successfully deleted","Classe de Imposto foi excluída com sucesso"
"Tax class was successfully saved","Classe de Imposto foi salva com sucesso"
"Tax rate was successfully deleted","Classe de Imposto foi excluída com sucesso"
"Tax rate was successfully imported","Classe de Imposto foi importado com sucesso"
"Tax rate was successfully saved","Classe de Imposto foi salvo com sucesso"
"Tax rates at the same priority are added, others are compounded.","Se houver outras taxas com mesma prioridade, esse terá menor prioridade."
"Tax rule was successfully deleted","Regra de Imposto foi excluída com sucesso"
"Tax rule was successfully saved","Regra de Imposto foi salva com sucesso"
"This class no longer exists","Esta classe não existe mais"
"This rule no longer exists","Esta regra não existe mais"
"Total","Total"
"Unit Price","Preço Unitário"
"Whether Catalog Prices entered by Admin include Tax","Se os preços cadastrados pelo administrador incluem impostos"
"Whether Shipping Amounts entered by Admin or obtained from Gateways include Tax","Se os valores de entrega informado pelo administrador ou pelo gateway incluem impostos"
"XML","XML"
"Yes","Sim"
"You cannot delete this tax class as it is used for %d customer groups.","Você não pode excluir esta classe de imposto usada por %d grupos de clientes."
"You cannot delete this tax class as it is used for %d products.","Você não pode excluir essa classe de imposto usada por %d produtos."
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","Você não pode excluir essa classe de imposto usada para regras de impostos. Você precisa excluir a regra usada antes."
"Zip/Post Code","Cep"
"Zip/Post Is Range","Faixa de Cep"
